,phage,host
3426,pg 2021 1,staphylococcus pettenkoferi
3427,pg 2021 10,staphylococcus pettenkoferi
3428,pg 2021 12,staphylococcus pettenkoferi
3429,pg 2021 14,staphylococcus pettenkoferi
3430,pg 2021 15,staphylococcus pettenkoferi
3431,pg 2021 16,staphylococcus pettenkoferi
3432,pg 2021 17,staphylococcus pettenkoferi
3433,pg 2021 18,staphylococcus pettenkoferi
3434,pg 2021 19,staphylococcus pettenkoferi
3435,pg 2021 2,staphylococcus pettenkoferi
3436,pg 2021 22,staphylococcus pettenkoferi
3437,pg 2021 23,staphylococcus pettenkoferi
3438,pg 2021 27,staphylococcus pettenkoferi
3439,pg 2021 29,staphylococcus pettenkoferi
3440,pg 2021 31,staphylococcus pettenkoferi
3441,pg 2021 33,staphylococcus pettenkoferi
3442,pg 2021 35,staphylococcus pettenkoferi
3443,pg 2021 38,staphylococcus pettenkoferi
3444,pg 2021 4,staphylococcus pettenkoferi
3445,pg 2021 40,staphylococcus pettenkoferi
3446,pg 2021 41,staphylococcus pettenkoferi
3447,pg 2021 43,staphylococcus pettenkoferi
3448,pg 2021 46,staphylococcus pettenkoferi
3449,pg 2021 47,staphylococcus pettenkoferi
3450,pg 2021 5,staphylococcus pettenkoferi
3451,pg 2021 64,staphylococcus pettenkoferi
3452,pg 2021 67,staphylococcus pettenkoferi
3453,pg 2021 68,staphylococcus pettenkoferi
3454,pg 2021 74,staphylococcus pettenkoferi
3455,pg 2021 76,staphylococcus pettenkoferi
3456,pg 2021 8,staphylococcus pettenkoferi
3457,pg 2021 84,staphylococcus pettenkoferi
3458,pg 2021 86,staphylococcus pettenkoferi
3459,pg 2021 87,staphylococcus pettenkoferi
3460,pg 2021 88,staphylococcus pettenkoferi
3461,pg 2021 89,staphylococcus pettenkoferi
3462,pg 2021 9,staphylococcus pettenkoferi
3463,pg 2021 90,staphylococcus pettenkoferi
3464,pg 2021 93,staphylococcus pettenkoferi
3465,pg 2021 1,staphylococcus pseudintermedius
3466,pg 2021 10,staphylococcus pseudintermedius
3467,pg 2021 12,staphylococcus pseudintermedius
3468,pg 2021 14,staphylococcus pseudintermedius
3469,pg 2021 15,staphylococcus pseudintermedius
3470,pg 2021 16,staphylococcus pseudintermedius
3471,pg 2021 17,staphylococcus pseudintermedius
3472,pg 2021 18,staphylococcus pseudintermedius
3473,pg 2021 19,staphylococcus pseudintermedius
3474,pg 2021 2,staphylococcus pseudintermedius
3475,pg 2021 22,staphylococcus pseudintermedius
3476,pg 2021 23,staphylococcus pseudintermedius
3477,pg 2021 27,staphylococcus pseudintermedius
3478,pg 2021 29,staphylococcus pseudintermedius
3479,pg 2021 31,staphylococcus pseudintermedius
3480,pg 2021 33,staphylococcus pseudintermedius
3481,pg 2021 35,staphylococcus pseudintermedius
3482,pg 2021 38,staphylococcus pseudintermedius
3483,pg 2021 4,staphylococcus pseudintermedius
3484,pg 2021 40,staphylococcus pseudintermedius
3485,pg 2021 41,staphylococcus pseudintermedius
3486,pg 2021 43,staphylococcus pseudintermedius
3487,pg 2021 46,staphylococcus pseudintermedius
3488,pg 2021 47,staphylococcus pseudintermedius
3489,pg 2021 5,staphylococcus pseudintermedius
3490,pg 2021 64,staphylococcus pseudintermedius
3491,pg 2021 67,staphylococcus pseudintermedius
3492,pg 2021 68,staphylococcus pseudintermedius
3493,pg 2021 74,staphylococcus pseudintermedius
3494,pg 2021 76,staphylococcus pseudintermedius
3495,pg 2021 8,staphylococcus pseudintermedius
3496,pg 2021 84,staphylococcus pseudintermedius
3497,pg 2021 86,staphylococcus pseudintermedius
3498,pg 2021 87,staphylococcus pseudintermedius
3499,pg 2021 88,staphylococcus pseudintermedius
3500,pg 2021 89,staphylococcus pseudintermedius
3501,pg 2021 9,staphylococcus pseudintermedius
3502,pg 2021 90,staphylococcus pseudintermedius
3503,pg 2021 93,staphylococcus pseudintermedius
3504,nc 022914,staphylococcus saprophyticus
3505,pg 2021 1,staphylococcus saprophyticus
3506,pg 2021 10,staphylococcus saprophyticus
3507,pg 2021 12,staphylococcus saprophyticus
3508,pg 2021 14,staphylococcus saprophyticus
3509,pg 2021 15,staphylococcus saprophyticus
3510,pg 2021 16,staphylococcus saprophyticus
3511,pg 2021 17,staphylococcus saprophyticus
3512,pg 2021 18,staphylococcus saprophyticus
3513,pg 2021 19,staphylococcus saprophyticus
3514,pg 2021 2,staphylococcus saprophyticus
3515,pg 2021 22,staphylococcus saprophyticus
3516,pg 2021 23,staphylococcus saprophyticus
3517,pg 2021 27,staphylococcus saprophyticus
3518,pg 2021 29,staphylococcus saprophyticus
3519,pg 2021 31,staphylococcus saprophyticus
3520,pg 2021 33,staphylococcus saprophyticus
3521,pg 2021 35,staphylococcus saprophyticus
3522,pg 2021 38,staphylococcus saprophyticus
3523,pg 2021 4,staphylococcus saprophyticus
3524,pg 2021 40,staphylococcus saprophyticus
3525,pg 2021 41,staphylococcus saprophyticus
3526,pg 2021 43,staphylococcus saprophyticus
3527,pg 2021 46,staphylococcus saprophyticus
3528,pg 2021 47,staphylococcus saprophyticus
3529,pg 2021 5,staphylococcus saprophyticus
3530,pg 2021 64,staphylococcus saprophyticus
3531,pg 2021 67,staphylococcus saprophyticus
3532,pg 2021 68,staphylococcus saprophyticus
3533,pg 2021 74,staphylococcus saprophyticus
3534,pg 2021 76,staphylococcus saprophyticus
3535,pg 2021 8,staphylococcus saprophyticus
3536,pg 2021 84,staphylococcus saprophyticus
3537,pg 2021 86,staphylococcus saprophyticus
3538,pg 2021 87,staphylococcus saprophyticus
3539,pg 2021 88,staphylococcus saprophyticus
3540,pg 2021 89,staphylococcus saprophyticus
3541,pg 2021 9,staphylococcus saprophyticus
3542,pg 2021 90,staphylococcus saprophyticus
3543,pg 2021 93,staphylococcus saprophyticus
3544,pg 2021 1,staphylococcus schleiferi
3545,pg 2021 10,staphylococcus schleiferi
3546,pg 2021 12,staphylococcus schleiferi
3547,pg 2021 14,staphylococcus schleiferi
3548,pg 2021 15,staphylococcus schleiferi
3549,pg 2021 16,staphylococcus schleiferi
3550,pg 2021 17,staphylococcus schleiferi
3551,pg 2021 18,staphylococcus schleiferi
3552,pg 2021 19,staphylococcus schleiferi
3553,pg 2021 2,staphylococcus schleiferi
3554,pg 2021 22,staphylococcus schleiferi
3555,pg 2021 23,staphylococcus schleiferi
3556,pg 2021 27,staphylococcus schleiferi
3557,pg 2021 29,staphylococcus schleiferi
3558,pg 2021 31,staphylococcus schleiferi
3559,pg 2021 33,staphylococcus schleiferi
3560,pg 2021 35,staphylococcus schleiferi
3561,pg 2021 38,staphylococcus schleiferi
3562,pg 2021 4,staphylococcus schleiferi
3563,pg 2021 40,staphylococcus schleiferi
3564,pg 2021 41,staphylococcus schleiferi
3565,pg 2021 43,staphylococcus schleiferi
3566,pg 2021 46,staphylococcus schleiferi
3567,pg 2021 47,staphylococcus schleiferi
3568,pg 2021 5,staphylococcus schleiferi
3569,pg 2021 64,staphylococcus schleiferi
3570,pg 2021 67,staphylococcus schleiferi
3571,pg 2021 68,staphylococcus schleiferi
3572,pg 2021 74,staphylococcus schleiferi
3573,pg 2021 76,staphylococcus schleiferi
3574,pg 2021 8,staphylococcus schleiferi
3575,pg 2021 84,staphylococcus schleiferi
3576,pg 2021 86,staphylococcus schleiferi
3577,pg 2021 87,staphylococcus schleiferi
3578,pg 2021 88,staphylococcus schleiferi
3579,pg 2021 89,staphylococcus schleiferi
3580,pg 2021 9,staphylococcus schleiferi
3581,pg 2021 90,staphylococcus schleiferi
3582,pg 2021 93,staphylococcus schleiferi
3583,pg 2021 1,staphylococcus sciuri
3584,pg 2021 10,staphylococcus sciuri
3585,pg 2021 12,staphylococcus sciuri
3586,pg 2021 14,staphylococcus sciuri
3587,pg 2021 15,staphylococcus sciuri
3588,pg 2021 16,staphylococcus sciuri
3589,pg 2021 17,staphylococcus sciuri
3590,pg 2021 18,staphylococcus sciuri
3591,pg 2021 19,staphylococcus sciuri
3592,pg 2021 2,staphylococcus sciuri
3593,pg 2021 22,staphylococcus sciuri
3594,pg 2021 23,staphylococcus sciuri
3595,pg 2021 27,staphylococcus sciuri
3596,pg 2021 29,staphylococcus sciuri
3597,pg 2021 31,staphylococcus sciuri
3598,pg 2021 33,staphylococcus sciuri
3599,pg 2021 35,staphylococcus sciuri
3600,pg 2021 38,staphylococcus sciuri
3601,pg 2021 4,staphylococcus sciuri
3602,pg 2021 40,staphylococcus sciuri
3603,pg 2021 41,staphylococcus sciuri
3604,pg 2021 43,staphylococcus sciuri
3605,pg 2021 46,staphylococcus sciuri
3606,pg 2021 47,staphylococcus sciuri
3607,pg 2021 5,staphylococcus sciuri
3608,pg 2021 64,staphylococcus sciuri
3609,pg 2021 67,staphylococcus sciuri
3610,pg 2021 68,staphylococcus sciuri
3611,pg 2021 74,staphylococcus sciuri
3612,pg 2021 76,staphylococcus sciuri
3613,pg 2021 8,staphylococcus sciuri
3614,pg 2021 84,staphylococcus sciuri
3615,pg 2021 86,staphylococcus sciuri
3616,pg 2021 87,staphylococcus sciuri
3617,pg 2021 88,staphylococcus sciuri
3618,pg 2021 89,staphylococcus sciuri
3619,pg 2021 9,staphylococcus sciuri
3620,pg 2021 90,staphylococcus sciuri
3621,pg 2021 93,staphylococcus sciuri
3622,nc 015252,staphylococcus simulans
3623,nc 015253,staphylococcus simulans
3624,nc 015254,staphylococcus simulans
3625,pg 2021 1,staphylococcus succinus
3626,pg 2021 10,staphylococcus succinus
3627,pg 2021 12,staphylococcus succinus
3628,pg 2021 14,staphylococcus succinus
3629,pg 2021 15,staphylococcus succinus
3630,pg 2021 16,staphylococcus succinus
3631,pg 2021 17,staphylococcus succinus
3632,pg 2021 18,staphylococcus succinus
3633,pg 2021 19,staphylococcus succinus
3634,pg 2021 2,staphylococcus succinus
3635,pg 2021 22,staphylococcus succinus
3636,pg 2021 23,staphylococcus succinus
3637,pg 2021 27,staphylococcus succinus
3638,pg 2021 29,staphylococcus succinus
3639,pg 2021 31,staphylococcus succinus
3640,pg 2021 33,staphylococcus succinus
3641,pg 2021 35,staphylococcus succinus
3642,pg 2021 38,staphylococcus succinus
3643,pg 2021 4,staphylococcus succinus
3644,pg 2021 40,staphylococcus succinus
3645,pg 2021 41,staphylococcus succinus
3646,pg 2021 43,staphylococcus succinus
3647,pg 2021 46,staphylococcus succinus
3648,pg 2021 47,staphylococcus succinus
3649,pg 2021 5,staphylococcus succinus
3650,pg 2021 64,staphylococcus succinus
3651,pg 2021 67,staphylococcus succinus
3652,pg 2021 68,staphylococcus succinus
3653,pg 2021 74,staphylococcus succinus
3654,pg 2021 76,staphylococcus succinus
3655,pg 2021 8,staphylococcus succinus
3656,pg 2021 84,staphylococcus succinus
3657,pg 2021 86,staphylococcus succinus
3658,pg 2021 87,staphylococcus succinus
3659,pg 2021 88,staphylococcus succinus
3660,pg 2021 89,staphylococcus succinus
3661,pg 2021 9,staphylococcus succinus
3662,pg 2021 90,staphylococcus succinus
3663,pg 2021 93,staphylococcus succinus
3664,pg 2021 1,staphylococcus vitulinus
3665,pg 2021 10,staphylococcus vitulinus
3666,pg 2021 12,staphylococcus vitulinus
3667,pg 2021 14,staphylococcus vitulinus
3668,pg 2021 15,staphylococcus vitulinus
3669,pg 2021 16,staphylococcus vitulinus
3670,pg 2021 17,staphylococcus vitulinus
3671,pg 2021 18,staphylococcus vitulinus
3672,pg 2021 19,staphylococcus vitulinus
3673,pg 2021 2,staphylococcus vitulinus
3674,pg 2021 22,staphylococcus vitulinus
3675,pg 2021 23,staphylococcus vitulinus
3676,pg 2021 27,staphylococcus vitulinus
3677,pg 2021 29,staphylococcus vitulinus
3678,pg 2021 31,staphylococcus vitulinus
3679,pg 2021 33,staphylococcus vitulinus
3680,pg 2021 35,staphylococcus vitulinus
3681,pg 2021 38,staphylococcus vitulinus
3682,pg 2021 4,staphylococcus vitulinus
3683,pg 2021 40,staphylococcus vitulinus
3684,pg 2021 41,staphylococcus vitulinus
3685,pg 2021 43,staphylococcus vitulinus
3686,pg 2021 46,staphylococcus vitulinus
3687,pg 2021 47,staphylococcus vitulinus
3688,pg 2021 5,staphylococcus vitulinus
3689,pg 2021 64,staphylococcus vitulinus
3690,pg 2021 67,staphylococcus vitulinus
3691,pg 2021 68,staphylococcus vitulinus
3692,pg 2021 74,staphylococcus vitulinus
3693,pg 2021 76,staphylococcus vitulinus
3694,pg 2021 8,staphylococcus vitulinus
3695,pg 2021 84,staphylococcus vitulinus
3696,pg 2021 86,staphylococcus vitulinus
3697,pg 2021 87,staphylococcus vitulinus
3698,pg 2021 88,staphylococcus vitulinus
3699,pg 2021 89,staphylococcus vitulinus
3700,pg 2021 9,staphylococcus vitulinus
3701,pg 2021 90,staphylococcus vitulinus
3702,pg 2021 93,staphylococcus vitulinus
3703,nc 029010,staphylococcus warneri
3704,pg 2021 1,staphylococcus warneri
3705,pg 2021 10,staphylococcus warneri
3706,pg 2021 12,staphylococcus warneri
3707,pg 2021 14,staphylococcus warneri
3708,pg 2021 15,staphylococcus warneri
3709,pg 2021 16,staphylococcus warneri
3710,pg 2021 17,staphylococcus warneri
3711,pg 2021 18,staphylococcus warneri
3712,pg 2021 19,staphylococcus warneri
3713,pg 2021 2,staphylococcus warneri
3714,pg 2021 22,staphylococcus warneri
3715,pg 2021 23,staphylococcus warneri
3716,pg 2021 27,staphylococcus warneri
3717,pg 2021 29,staphylococcus warneri
3718,pg 2021 31,staphylococcus warneri
3719,pg 2021 33,staphylococcus warneri
3720,pg 2021 35,staphylococcus warneri
3721,pg 2021 38,staphylococcus warneri
3722,pg 2021 4,staphylococcus warneri
3723,pg 2021 40,staphylococcus warneri
3724,pg 2021 41,staphylococcus warneri
3725,pg 2021 43,staphylococcus warneri
3726,pg 2021 46,staphylococcus warneri
3727,pg 2021 47,staphylococcus warneri
3728,pg 2021 5,staphylococcus warneri
3729,pg 2021 64,staphylococcus warneri
3730,pg 2021 67,staphylococcus warneri
3731,pg 2021 68,staphylococcus warneri
3732,pg 2021 74,staphylococcus warneri
3733,pg 2021 76,staphylococcus warneri
3734,pg 2021 8,staphylococcus warneri
3735,pg 2021 84,staphylococcus warneri
3736,pg 2021 86,staphylococcus warneri
3737,pg 2021 87,staphylococcus warneri
3738,pg 2021 88,staphylococcus warneri
3739,pg 2021 89,staphylococcus warneri
3740,pg 2021 9,staphylococcus warneri
3741,pg 2021 90,staphylococcus warneri
3742,pg 2021 93,staphylococcus warneri
3743,nc 028862,staphylococcus xylosis
3744,nc 029010,staphylococcus xylosis
3745,nc 025417,staphylococcus xylosus
3746,pg 2021 1,staphylococcus xylosus
3747,pg 2021 10,staphylococcus xylosus
3748,pg 2021 12,staphylococcus xylosus
3749,pg 2021 14,staphylococcus xylosus
3750,pg 2021 15,staphylococcus xylosus
3751,pg 2021 16,staphylococcus xylosus
3752,pg 2021 17,staphylococcus xylosus
3753,pg 2021 18,staphylococcus xylosus
3754,pg 2021 19,staphylococcus xylosus
3755,pg 2021 2,staphylococcus xylosus
3756,pg 2021 22,staphylococcus xylosus
3757,pg 2021 23,staphylococcus xylosus
3758,pg 2021 27,staphylococcus xylosus
3759,pg 2021 29,staphylococcus xylosus
3760,pg 2021 31,staphylococcus xylosus
3761,pg 2021 33,staphylococcus xylosus
3762,pg 2021 35,staphylococcus xylosus
3763,pg 2021 38,staphylococcus xylosus
3764,pg 2021 4,staphylococcus xylosus
3765,pg 2021 40,staphylococcus xylosus
3766,pg 2021 41,staphylococcus xylosus
3767,pg 2021 43,staphylococcus xylosus
3768,pg 2021 46,staphylococcus xylosus
3769,pg 2021 47,staphylococcus xylosus
3770,pg 2021 5,staphylococcus xylosus
3771,pg 2021 64,staphylococcus xylosus
3772,pg 2021 67,staphylococcus xylosus
3773,pg 2021 68,staphylococcus xylosus
3774,pg 2021 74,staphylococcus xylosus
3775,pg 2021 76,staphylococcus xylosus
3776,pg 2021 8,staphylococcus xylosus
3777,pg 2021 84,staphylococcus xylosus
3778,pg 2021 86,staphylococcus xylosus
3779,pg 2021 87,staphylococcus xylosus
3780,pg 2021 88,staphylococcus xylosus
3781,pg 2021 89,staphylococcus xylosus
3782,pg 2021 9,staphylococcus xylosus
3783,pg 2021 90,staphylococcus xylosus
3784,pg 2021 93,staphylococcus xylosus
3785,nc 009018,streptococcus dysgalactiae
3786,nc 009819,streptococcus equi
3787,nc 010945,streptococcus gordonii
3788,nc 004996,streptococcus mitis
3789,nc 028984,streptococcus mutans
3790,nc 029009,streptococcus mutans
3791,nc 029030,streptococcus mutans
3792,nc 012756,streptococcus oralis
3793,nc 028666,streptococcus parauberis
3794,nc 004584,streptococcus pyogenes
3795,nc 004585,streptococcus pyogenes
3796,nc 004586,streptococcus pyogenes
3797,nc 004587,streptococcus pyogenes
3798,nc 004588,streptococcus pyogenes
3799,nc 004589,streptococcus pyogenes
3800,nc 028697,streptococcus pyogenes
3801,nc 028700,streptococcus pyogenes
3802,nc 016563,streptococcus salivarius
3803,nc 018285,streptococcus salivarius
3804,nc 018856,streptococcus salivarius
3805,nc 023007,streptococcus salivarius
3806,nc 025423,streptococcus salivarius
3807,nc 028758,streptococcus salivarius
3808,nc 029009,streptococcus sobrinus
3809,nc 008721,streptococcus suis
3810,nc 019418,streptococcus suis
3811,nc 029078,streptococcus suis
3812,nc 031008,streptococcus suis
3813,nc 000871,streptococcus thermophilus
3814,nc 000872,streptococcus thermophilus
3815,nc 002072,streptococcus thermophilus
3816,nc 002185,streptococcus thermophilus
3817,nc 004303,streptococcus thermophilus
3818,nc 007019,streptococcus thermophilus
3819,nc 010353,streptococcus thermophilus
3820,nc 012753,streptococcus thermophilus
3821,nc 013598,streptococcus thermophilus
3822,nc 013645,streptococcus thermophilus
3823,nc 020197,streptococcus thermophilus
3824,nc 022776,streptococcus thermophilus
3825,nc 031023,streptococcus thermophilus
3826,nc 031069,streptococcus thermophilus
3827,nc 031094,streptococcus thermophilus
3828,nc 008721,streptococcus zooepidemicus
3829,nc 031008,streptococcus zooepidemicus
3830,nc 007967,streptomyces aureofaciens
3831,nc 014229,streptomyces avermitilis
3832,nc 018853,streptomyces avermitilis
3833,nc 029005,streptomyces avermitilis
3834,nc 041889,streptomyces azureus
3835,nc 018836,streptomyces coelicolor
3836,nc 019414,streptomyces coelicolor
3837,nc 041856,streptomyces coelicolor
3838,nc 005345,streptomyces exfoliatus
3839,nc 028807,streptomyces flavovirens
3840,nc 028952,streptomyces flavovirens
3841,nc 028758,streptomyces griseus
3842,nc 028818,streptomyces griseus
3843,nc 028892,streptomyces griseus
3844,nc 028974,streptomyces griseus
3845,nc 028976,streptomyces griseus
3846,nc 031078,streptomyces griseus
3847,nc 042009,streptomyces griseus
3848,nc 042010,streptomyces griseus
3849,nc 042012,streptomyces griseus
3850,nc 042016,streptomyces griseus
3851,nc 042051,streptomyces griseus
3852,nc 042052,streptomyces griseus
3853,nc 004664,streptomyces lividans
3854,nc 021298,streptomyces lividans
3855,nc 021304,streptomyces lividans
3856,nc 021339,streptomyces lividans
3857,nc 029098,streptomyces lividans
3858,nc 042011,streptomyces lividans
3859,nc 042106,streptomyces lividans
3860,nc 042042,streptomyces scabiei
3861,nc 005345,streptomyces venezuelae
3862,nc 018848,streptomyces venezuelae
3863,nc 028827,streptomyces venezuelae
3864,nc 028904,streptomyces venezuelae
3865,nc 041860,streptomyces venezuelae
3866,nc 042008,streptomyces viridochromogenes
3867,nc 042105,streptomyces viridochromogenes
3868,nc 019930,tetrasphaera jenkinsii
3869,nc 004462,thermus thermophilus
3870,nc 009803,thermus thermophilus
3871,nc 009804,thermus thermophilus
3872,nc 013197,thermus thermophilus
3873,nc 015937,thermus thermophilus
3874,nc 015210,tsukamurella paurometabola
3875,nc 030916,tsukamurella paurometabola
3876,mg592390.1,vibrio alginolyticus
3877,mg592391.1,vibrio alginolyticus
3878,mg592395.1,vibrio alginolyticus
3879,mg592396.1,vibrio alginolyticus
3880,mg592397.1,vibrio alginolyticus
3881,mg592399.1,vibrio alginolyticus
3882,mg592400.1,vibrio alginolyticus
3883,mg592401.1,vibrio alginolyticus
3884,mg592402.1,vibrio alginolyticus
3885,mg592403.1,vibrio alginolyticus
3886,mg592407.1,vibrio alginolyticus
3887,mg592409.1,vibrio alginolyticus
3888,mg592414.1,vibrio alginolyticus
3889,mg592418.1,vibrio alginolyticus
3890,mg592420.1,vibrio alginolyticus
3891,mg592423.1,vibrio alginolyticus
3892,mg592427.1,vibrio alginolyticus
3893,mg592428.1,vibrio alginolyticus
3894,mg592429.1,vibrio alginolyticus
3895,mg592433.1,vibrio alginolyticus
3896,mg592434.1,vibrio alginolyticus
3897,mg592435.1,vibrio alginolyticus
3898,mg592442.1,vibrio alginolyticus
3899,mg592446.1,vibrio alginolyticus
3900,mg592458.1,vibrio alginolyticus
3901,mg592467.1,vibrio alginolyticus
3902,mg592469.1,vibrio alginolyticus
3903,mg592471.1,vibrio alginolyticus
3904,mg592472.1,vibrio alginolyticus
3905,mg592474.1,vibrio alginolyticus
3906,mg592476.1,vibrio alginolyticus
3907,mg592483.1,vibrio alginolyticus
3908,mg592486.1,vibrio alginolyticus
3909,mg592488.1,vibrio alginolyticus
