phage_id	phage_def	host	flag	phage_organism	phage_kingdom	phage_phylum	phage_class	phage_order	phage_family	phage_genus	phage_species	host_kingdom	host_phylum	host_class	host_order	host_family	host_genus	host_species
JQ740814	Lactococcus Phage ASCC544	Lactococcus lactis	validate1	Lactococcus phage ASCC544	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Skunavirus	Lactococcus phage ASCC544	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JQ764986	Enterobacteria phage phiX174	Escherichia coli	validate1	Escherichia virus phiX174	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Sinsheimervirus	Escherichia virus phiX174	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ764987	Enterobacteria phage phiX174	Escherichia coli	validate1	Escherichia virus phiX174	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Sinsheimervirus	Escherichia virus phiX174	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ764988	Enterobacteria phage phiX174	Escherichia coli	validate1	Escherichia virus phiX174	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Sinsheimervirus	Escherichia virus phiX174	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ764989	Enterobacteria phage phiX174	Escherichia coli	validate1	Escherichia virus phiX174	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Sinsheimervirus	Escherichia virus phiX174	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ764990	Enterobacteria phage phiX174	Escherichia coli	validate1	Escherichia virus phiX174	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	Sinsheimervirus	Escherichia virus phiX174	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JQ780163	Vibrio phage VP3	Vibrio cholerae	validate1	Vibrio phage VP3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Chatterjeevirus	Vibrio phage VP3	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae
JQ809701	Mycobacterium phage Flux	Mycobacterium smegmatis	validate1	Mycobacterium phage Flux	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Peaches	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JQ896627	Mycobacterium phage ICleared	Mycobacterium smegmatis	validate1	Mycobacterium phage ICleared	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium phage ICleared	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JQ911768	Mycobacterium phage Ava3	Mycobacterium smegmatis	validate1	Mycobacterium phage Ava3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Bixzunavirus	Mycobacterium virus Bxz1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JQ966307	Enterobacterio phage MS2	Escherichia coli	validate1	Enterobacteria phage MS2	Viruses	Lenarviricota	Allassoviricetes	Levivirales	Leviviridae	Levivirus	Escherichia virus MS2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JX000007	Yersinia phage R	Yersinia pestis	validate1	Yersinia phage R	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Teseptimavirus	Yersinia phage R	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Yersinia pestis
JX015524	Mycobacterium phage Astro	Mycobacterium smegmatis	validate1	Mycobacterium virus Astro	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Astro	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JX042578	Mycobacteriophage ElTiger69	Mycobacterium smegmatis	validate1	Mycobacteriophage ElTiger69	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacteriophage ElTiger69	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JX042579	Mycobacteriophage MacnCheese	Mycobacterium smegmatis	validate1	Mycobacterium virus Macncheese	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Timquatrovirus	Mycobacterium virus Macncheese	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JX080300	Staphylococcus phage Staph1N	Staphylococcus aureus	validate1	Staphylococcus phage Staph1N	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Kayvirus	Staphylococcus virus G1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
JX080301	Staphylococcus phage A3R	Staphylococcus aureus	validate1	Staphylococcus phage A3R	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Kayvirus	Staphylococcus virus G1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
JX080302	Staphylococcus phage 676Z	Staphylococcus aureus	validate1	Staphylococcus phage 676Z	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Kayvirus	Staphylococcus virus G1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
JX080303	Staphylococcus phage Fi200W	Staphylococcus aureus	validate1	Staphylococcus phage Fi200W	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Kayvirus	Staphylococcus virus G1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
JX080304	Staphylococcus phage MSA6	Staphylococcus aureus	validate1	Staphylococcus phage MSA6	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Kayvirus	Staphylococcus virus G1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
JX080305	Staphylococcus phage P4W	Staphylococcus aureus	validate1	Staphylococcus phage P4W	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Kayvirus	Staphylococcus virus G1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
JX121091	Mycobacterium phage Taj	Mycobacterium smegmatis	validate1	Mycobacterium phage Taj	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Cheoctovirus	Mycobacterium virus Taj	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JX128257	Escherichia phage ECML-4	Escherichia coli	validate1	Escherichia phage ECML-4	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Viunavirus	Escherichia virus ECML4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JX128258	Escherichia phage ECML-117	Escherichia coli	validate1	Escherichia phage ECML-117	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Wifcevirus	Escherichia virus ECML-117	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JX128259	Escherichia phage ECML-134	Escherichia coli	validate1	Escherichia phage ECML-134	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Tequatrovirus	Escherichia virus ECML134	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JX174275	Staphylococcus phage LH1	Staphylococcus aureus	validate1	Staphylococcus phage LH1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Triavirus	Staphylococcus phage LH1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
JX193904	Enterococcus phage EfaCPT1	Enterococcus faecalis	validate1	Enterococcus phage EfaCPT1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Efquatrovirus	Enterococcus virus EfaCPT1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
JX194238	Pseudomonas phage PA26	Pseudomonas aeruginosa	validate1	Pseudomonas phage PA26	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Litunavirus	Pseudomonas virus PA26	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
JX274646	Staphylococcus phage SP5	Staphylococcus aureus	validate1	Staphylococcus phage SP5	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus phage SP5	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
JX274647	Staphylococcus phage SP6	Staphylococcus aureus	validate1	Staphylococcus phage SP6	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phietavirus	Staphylococcus phage SP6	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
JX297445	Salmonella phage vB_SenS_AG11	Salmonella enterica	validate1	Salmonella phage vB_SenS_AG11	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Jerseyvirus	Salmonella virus AG11	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Salmonella enterica
JX306041	Stenotrophomonas phage IME13	Stenotrophomonas maltophilia	validate1	Stenotrophomonas phage IME13	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Tulanevirus	Stenotrophomonas virus IME13	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia
JX307702	Mycobacterium phage Arturo	Mycobacterium smegmatis	validate1	Mycobacterium virus Arturo	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Arturo	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JX307703	Mycobacterium phage Sabertooth	Mycobacterium smegmatis	validate1	Mycobacterium phage Sabertooth	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Peaches	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JX307704	Mycobacterium phage Goose	Mycobacterium smegmatis	validate1	Mycobacterium virus Goose	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Goose	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JX307705	Mycobacterium phage Marcell	Mycobacterium smegmatis	validate1	Mycobacterium virus Marcell	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Marcell	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JX403939	Pseudomonas phage YMC/01/01/P52_PAE_BP	Pseudomonas aeruginosa	validate1	Pseudomonas phage YMC/01/01/P52_PAE_BP	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Pseudomonas phage YMC/01/01/P52_PAE_BP	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
JX409894	Streptococcus phage LYGO9	Streptococcus agalactiae	validate1	Streptococcus phage LYGO9	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Streptococcus phage LYGO9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
JX409895	Streptococcus phage JX01	Streptococcus agalactiae	validate1	Streptococcus phage JX01	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Streptococcus phage JX01	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
JX411619	Mycobacterium phage Rebeuca	Mycobacterium smegmatis	validate1	Mycobacterium virus Rebeuca	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Fromanvirus	Mycobacterium virus Rebeuca	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JX411620	Mycobacterium phage Dorothy	Mycobacterium smegmatis	validate1	Mycobacterium virus Dorothy	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Cheoctovirus	Mycobacterium virus Dorothy	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JX412914	Enterobacteria phage M13	Escherichia coli	validate1	Escherichia virus M13	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Inovirus	Escherichia virus M13	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JX421753	Enterobacteria phage T7M	Escherichia coli	validate1	Enterobacteria phage T7M	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Teetrevirus	Enterobacteria virus T7M	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JX483873	Rhizobium phage RHEph01	Rhizobium etli	validate1	Rhizobium phage RHEph01	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Paadamvirus	Rhizobium virus RHEph01	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli
JX483874	Rhizobium phage RHEph02	Rhizobium etli	validate1	Rhizobium phage RHEph02	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Cuernavacavirus	Rhizobium virus RHEph02	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli
JX483875	Rhizobium phage RHEph03	Rhizobium etli	validate1	Rhizobium phage RHEph03	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Cuernavacavirus	Rhizobium phage RHEph03	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli
JX483876	Rhizobium phage RHEph04	Rhizobium etli	validate1	Rhizobium phage RHEph04	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Kleczkowskavirus	Rhizobium virus RHEph4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli
JX483877	Rhizobium phage RHEph05	Rhizobium etli	validate1	Rhizobium phage RHEph05	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Kleczkowskavirus	Rhizobium phage RHEph05	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli
JX483878	Rhizobium phage RHEph06	Rhizobium etli	validate1	Rhizobium phage RHEph06	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Kleczkowskavirus	Rhizobium phage RHEph06	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli
JX483879	Rhizobium phage RHEph08	Rhizobium etli	validate1	Rhizobium phage RHEph08	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Cuernavacavirus	Rhizobium virus RHEph08	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli
JX483880	Rhizobium phage RHEph09	Rhizobium etli	validate1	Rhizobium phage RHEph09	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Cuernavacavirus	Rhizobium virus RHEph09	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli
JX483881	Rhizobium phage RHEph10	Rhizobium etli	validate1	Rhizobium phage RHEph10	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Nickievirus	Rhizobium phage RHEph10	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium etli
JX486088	Lactobacillus phage ATCC 8014-B2	Lactobacillus plantarum	validate1	Lactobacillus phage ATCC 8014-B2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Douglaswolinvirus	Lactobacillus virus B2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus plantarum
JX507079	Acidithiobacillus phage AcaML1	Acidithiobacillus caldus	validate1	Acidithiobacillus phage AcaML1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Acidithiobacillus phage AcaML1	Bacteria	Proteobacteria	Gammaproteobacteria	Acidithiobacillales	Acidithiobacillaceae	Acidithiobacillus	Acidithiobacillus caldus
JX509734	Enterobacteria phage SfI	Shigella flexneri	validate1	Enterobacteria phage SfI	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Enterobacteria phage SfI	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	Shigella flexneri
JX560521	Acinetobacter phage phiAC-1	Acinetobacter soli	validate1	Acinetobacter phage phiAC-1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	NA	Acinetobacter phage phiAC-1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter soli
JX560968	Escherichia phage EC6	Escherichia coli	validate1	Escherichia phage EC6	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Felixounavirus	Escherichia virus EC6	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
JX564242	Lactococcus phage Q33	Lactococcus lactis	validate1	Lactococcus phage Q33	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Lactococcus phage Q33	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis
JX570703	Propionibacterium phage PHL073M02	Propionibacterium acnes	validate1	Propionibacterium phage PHL073M02	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium phage PHL073M02	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium acnes
JX570707	Propionibacterium phage PHL085M01	Propionibacterium acnes	validate1	Propionibacterium phage PHL085M01	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium phage PHL085M01	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium acnes
JX570708	Propionibacterium phage PHL115M02	Propionibacterium acnes	validate1	Propionibacterium phage PHL115M02	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium phage PHL115M02	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium acnes
JX570711	Propionibacterium phage PHL066M04	Propionibacterium acnes	validate1	Propionibacterium phage PHL066M04	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pahexavirus	Propionibacterium phage PHL066M04	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium acnes
JX649096	Mycobacterium phage Serpentine	Mycobacterium smegmatis	validate1	Mycobacterium phage Serpentine	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Pg1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JX649097	Mycobacterium phage Piglet	Mycobacterium smegmatis	validate1	Mycobacterium phage Piglet	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Pg1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JX649098	Mycobacterium phage Nacho	Mycobacterium smegmatis	validate1	Mycobacterium phage Nacho	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Suffolk	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JX649099	Mycobacterium phage Gyarad	Mycobacterium smegmatis	validate1	Mycobacterium phage Gyarad	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Soto	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JX649100	Mycobacterium phage Alex	Mycobacterium smegmatis	validate1	Mycobacterium phage Alex	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Pegunavirus	Mycobacterium virus Pg1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium smegmatis
JX681814	Burkholderia phage phiX216	Burkholderia pseudomallei	validate1	Burkholderia phage phiX216	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Tigrvirus	Burkholderia virus phi52237	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei
JX871397	Enterobacteria phage phi80	Escherichia coli	validate1	Enterobacteria phage phi80 (Lula)	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Enterobacteria phage phi80	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli
